taxon,sample,taxonomic_level,level,family,genus,id,latitude_dd,longitude_dd,type,base,top,age,age_range,ageBin,layer
Helophorus|schmidti|Villa,COUN000508|2495,species,species,HYDROPHILIDAE,Helophorus,2495,45.043335,5.929167,sequences,2363,1805,2084,558,2500,5
Helophorus|tuberculatus|Gyll.,COUN001138|5327,species,species,HYDROPHILIDAE,Helophorus,5327,44.78361,6.288611,sequences,2352,1946,2149,406,2500,5
Hoplia|philanthus|(Fues.),COUN000508|2494,species,species,SCARABAEIDAE,Hoplia,2494,45.043335,5.929167,sequences,2717,1880,2298.5,837,2500,5
Hoplia|philanthus|(Fues.),COUN000508|2495,species,species,SCARABAEIDAE,Hoplia,2495,45.043335,5.929167,sequences,2363,1805,2084,558,2500,5
Hydrobius|fuscipes|agg.,COUN000508|2494,species,species,HYDROPHILIDAE,Hydrobius,2494,45.043335,5.929167,sequences,2717,1880,2298.5,837,2500,5
Hydrobius|fuscipes|agg.,COUN000508|2495,species,species,HYDROPHILIDAE,Hydrobius,2495,45.043335,5.929167,sequences,2363,1805,2084,558,2500,5
Hylastes|ater|(Payk.),COUN000508|2495,species,species,SCOLYTIDAE,Hylastes,2495,45.043335,5.929167,sequences,2363,1805,2084,558,2500,5
Ips|cembrae|(Heer),COUN000508|2494,species,species,SCOLYTIDAE,Ips,2494,45.043335,5.929167,sequences,2717,1880,2298.5,837,2500,5
Leistus|nitidus|(Duft.),COUN000508|2494,species,species,CARABIDAE,Leistus,2494,45.043335,5.929167,sequences,2717,1880,2298.5,837,2500,5
Lesteva|longoelytrata|(Goeze),COUN001138|5326,species,species,STAPHYLINIDAE,Lesteva,5326,44.78361,6.288611,sequences,2645,2237,2441,408,2500,5
Limnebius|truncatellus|(Thun.),COUN001138|5326,species,species,HYDRAENIDAE,Limnebius,5326,44.78361,6.288611,sequences,2645,2237,2441,408,2500,5
Limnebius|truncatellus|(Thun.),COUN001138|5327,species,species,HYDRAENIDAE,Limnebius,5327,44.78361,6.288611,sequences,2352,1946,2149,406,2500,5
Micropeplus|tesserula|Curtis,COUN000747|3477,species,species,STAPHYLINIDAE,Micropeplus,3477,44.057777,7.457222,sequences,2517,2321,2419,196,2500,5
Notiophilus|aquaticus|(L.),COUN000508|2494,species,species,CARABIDAE,Notiophilus,2494,45.043335,5.929167,sequences,2717,1880,2298.5,837,2500,5
Notiophilus|aquaticus|(L.),COUN000508|2495,species,species,CARABIDAE,Notiophilus,2495,45.043335,5.929167,sequences,2363,1805,2084,558,2500,5
Ochthebius|granulatus|Muls.,COUN000747|3477,species,species,HYDRAENIDAE,Ochthebius,3477,44.057777,7.457222,sequences,2517,2321,2419,196,2500,5
Olophrum|consimile|(Gyll.),COUN000508|2494,species,species,STAPHYLINIDAE,Olophrum,2494,45.043335,5.929167,sequences,2717,1880,2298.5,837,2500,5
Omalium|excavatum|Steph.,COUN000747|3477,species,species,STAPHYLINIDAE,Omalium,3477,44.05778,7.457222,sequences,2517,2321,2419,196,2500,5
Oreina|speciosa|L.,COUN000508|2494,species,species,CHRYSOMELIDAE,Oreina,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Oreina|speciosa|L.,COUN000508|2495,species,species,CHRYSOMELIDAE,Oreina,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Otiorhynchus|hypocrita|Rosen.,COUN000508|2494,species,species,CURCULIONIDAE,Otiorhynchus,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Otiorhynchus|hypocrita|Rosen.,COUN000508|2495,species,species,CURCULIONIDAE,Otiorhynchus,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Otiorhynchus|pauxillus|Rosen.,COUN000508|2494,species,species,CURCULIONIDAE,Otiorhynchus,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Otiorhynchus|pauxillus|Rosen.,COUN000508|2495,species,species,CURCULIONIDAE,Otiorhynchus,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Otiorhynchus|tener|Stierin,COUN000508|2495,species,species,CURCULIONIDAE,Otiorhynchus,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Otiorhynchus|varius|Bohe.,COUN000508|2494,species,species,CURCULIONIDAE,Otiorhynchus,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Otiorhynchus|varius|Bohe.,COUN000508|2495,species,species,CURCULIONIDAE,Otiorhynchus,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Patrobus|assimilis|Chaud.,COUN000508|2494,species,species,CARABIDAE,Patrobus,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Pissodes|pini|(L.),COUN000508|2494,species,species,CURCULIONIDAE,Pissodes,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Pissodes|pini|(L.),COUN000508|2495,species,species,CURCULIONIDAE,Pissodes,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Plateumaris|discolor|(Panz.),COUN000508|2495,species,species,CHRYSOMELIDAE,Plateumaris,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Platypus|cylindrus|(F.),COUN000508|2494,species,species,PLATYPODIDAE,Platypus,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Platystethus|cornutus|(Grav.),COUN000508|2494,species,species,STAPHYLINIDAE,Platystethus,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Pterostichus|diligens|(Sturm),COUN000508|2494,species,species,CARABIDAE,Pterostichus,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Pterostichus|diligens|(Sturm),COUN000508|2495,species,species,CARABIDAE,Pterostichus,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Quedius|punctatellus|(Heer),COUN001138|5326,species,species,STAPHYLINIDAE,Quedius,5326,44.78361,6.288611,sequences,2645,2237,2441,408,2500,5
Selatosomus|aeneus|(L.),COUN000508|2495,species,species,ELATERIDAE,Selatosomus,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Stictotarsus|griseostriatus|(Deg.),COUN000508|2494,species,species,DYTISCIDAE,Stictotarsus,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Stictotarsus|griseostriatus|(Deg.),COUN000508|2495,species,species,DYTISCIDAE,Stictotarsus,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Tachinus|elongatus|Gyll.,COUN000508|2494,species,species,STAPHYLINIDAE,Tachinus,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Tachinus|elongatus|Gyll.,COUN000508|2495,species,species,STAPHYLINIDAE,Tachinus,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Tomicus|piniperda|(L.),COUN000508|2494,species,species,SCOLYTIDAE,Tomicus,2494,45.04333,5.929167,sequences,2717,1880,2298.5,837,2500,5
Tomicus|piniperda|(L.),COUN000508|2495,species,species,SCOLYTIDAE,Tomicus,2495,45.04333,5.929167,sequences,2363,1805,2084,558,2500,5
Trechus|maritimus|Deville,COUN000747|3477,species,species,CARABIDAE,Trechus,3477,44.05778,7.457222,sequences,2517,2321,2419,196,2500,5
Agabus|bipustulatus|(L.),COUN000747|3478,species,species,DYTISCIDAE,Agabus,3478,44.057777,7.457222,sequences,3021,2831,2926,190,3000,6
Agabus|bipustulatus|(L.),COUN001138|5325,species,species,DYTISCIDAE,Agabus,5325,44.78361,6.288611,sequences,3144,2608,2876,536,3000,6
Aphodius|abdominalis|Bonelli,COUN000747|3478,species,species,SCARABAEIDAE,Aphodius,3478,44.057777,7.457222,sequences,3021,2831,2926,190,3000,6
Aphodius|abdominalis|Bonelli,COUN001138|5325,species,species,SCARABAEIDAE,Aphodius,5325,44.78361,6.288611,sequences,3144,2608,2876,536,3000,6
Bembidion|bipunctatum|(L.),COUN000747|3478,species,species,CARABIDAE,Bembidion,3478,44.057777,7.457222,sequences,3021,2831,2926,190,3000,6
Bembidion|bipunctatum|(L.),COUN001138|5325,species,species,CARABIDAE,Bembidion,5325,44.78361,6.288611,sequences,3144,2608,2876,536,3000,6
Coccinella|venusta|Weise,COUN001138|5325,species,species,COCCINELLIDAE,Coccinella,5325,44.78361,6.288611,sequences,3144,2608,2876,536,3000,6
Dascillus|cervinus|(L.),COUN001138|5325,species,species,DASCILLIDAE,Dascillus,5325,44.78361,6.288611,sequences,3144,2608,2876,536,3000,6
Dryophilus|pusillus|(Gyll.),COUN000747|3478,species,species,ANOBIIDAE,Dryophilus,3478,44.057777,7.457222,sequences,3021,2831,2926,190,3000,6
Helophorus|glacialis|Villa,COUN000747|3478,species,species,HYDROPHILIDAE,Helophorus,3478,44.057777,7.457222,sequences,3021,2831,2926,190,3000,6
Hippodamia|variegata|(Goeze),COUN001138|5325,species,species,COCCINELLIDAE,Hippodamia,5325,44.78361,6.288611,sequences,3144,2608,2876,536,3000,6
Hydroporus|palustris|(L.),COUN000747|3478,species,species,DYTISCIDAE,Hydroporus,3478,44.057777,7.457222,sequences,3021,2831,2926,190,3000,6
Limnebius|truncatellus|(Thun.),COUN000747|3478,species,species,HYDRAENIDAE,Limnebius,3478,44.057777,7.457222,sequences,3021,2831,2926,190,3000,6
Limnebius|truncatellus|(Thun.),COUN001138|5325,species,species,HYDRAENIDAE,Limnebius,5325,44.78361,6.288611,sequences,3144,2608,2876,536,3000,6
Ochthebius|granulatus|Muls.,COUN000747|3478,species,species,HYDRAENIDAE,Ochthebius,3478,44.057777,7.457222,sequences,3021,2831,2926,190,3000,6
Omalium|excavatum|Steph.,COUN000747|3478,species,species,STAPHYLINIDAE,Omalium,3478,44.05778,7.457222,sequences,3021,2831,2926,190,3000,6
Omalium|rugatum|Muls. & Rey,COUN001138|5325,species,species,STAPHYLINIDAE,Omalium,5325,44.78361,6.288611,sequences,3144,2608,2876,536,3000,6
Phalacrus|caricis|Sturm,COUN000709|3322,species,species,PHALACRIDAE,Phalacrus,3322,45,14.58,sequences,2973,2379,2676,594,3000,6
Pterostichus|morio|(Duft.),COUN001138|5325,species,species,CARABIDAE,Pterostichus,5325,44.78361,6.288611,sequences,3144,2608,2876,536,3000,6
Ptinus|fur|(L.),COUN000709|3322,species,species,PTINIDAE,Ptinus,3322,45,14.58,sequences,2973,2379,2676,594,3000,6
Sitophilus|granarius|(L.),COUN000709|3322,species,species,CURCULIONIDAE,Sitophilus,3322,45,14.58,sequences,2973,2379,2676,594,3000,6
Agabus|bipustulatus|(L.),COUN001138|5324,species,species,DYTISCIDAE,Agabus,5324,44.78361,6.288611,sequences,3509,2848,3178.5,661,3500,7
Aphodius|abdominalis|Bonelli,COUN001138|5324,species,species,SCARABAEIDAE,Aphodius,5324,44.78361,6.288611,sequences,3509,2848,3178.5,661,3500,7
Cis|dentatus|Mellié,COUN000747|3479,species,species,CISIDAE,Cis,3479,44.057777,7.457222,sequences,3529,3338,3433.5,191,3500,7
Dryophilus|pusillus|(Gyll.),COUN000747|3479,species,species,ANOBIIDAE,Dryophilus,3479,44.057777,7.457222,sequences,3529,3338,3433.5,191,3500,7
Helophorus|glacialis|Villa,COUN000747|3479,species,species,HYDROPHILIDAE,Helophorus,3479,44.057777,7.457222,sequences,3529,3338,3433.5,191,3500,7
Helophorus|tuberculatus|Gyll.,COUN001138|5324,species,species,HYDROPHILIDAE,Helophorus,5324,44.78361,6.288611,sequences,3509,2848,3178.5,661,3500,7
Limnebius|truncatellus|(Thun.),COUN000747|3479,species,species,HYDRAENIDAE,Limnebius,3479,44.057777,7.457222,sequences,3529,3338,3433.5,191,3500,7
Limnebius|truncatellus|(Thun.),COUN001138|5324,species,species,HYDRAENIDAE,Limnebius,5324,44.78361,6.288611,sequences,3509,2848,3178.5,661,3500,7
Pterostichus|morio|(Duft.),COUN001138|5324,species,species,CARABIDAE,Pterostichus,5324,44.78361,6.288611,sequences,3509,2848,3178.5,661,3500,7
Quedius|punctatellus|(Heer),COUN001138|5324,species,species,STAPHYLINIDAE,Quedius,5324,44.78361,6.288611,sequences,3509,2848,3178.5,661,3500,7
Agabus|bipustulatus|(L.),COUN001138|5322,species,species,DYTISCIDAE,Agabus,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Agabus|bipustulatus|(L.),COUN001138|5323,species,species,DYTISCIDAE,Agabus,5323,44.78361,6.288611,sequences,3908,3267,3587.5,641,4000,8
Anotylus|complanatus|(Er.),COUN001138|5322,species,species,STAPHYLINIDAE,Anotylus,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Anthophagus|alpestris|Heer,COUN001138|5322,species,species,STAPHYLINIDAE,Anthophagus,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Anthophagus|bicornis|(Block),COUN001138|5322,species,species,STAPHYLINIDAE,Anthophagus,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Aphodius|abdominalis|Bonelli,COUN000747|3480,species,species,SCARABAEIDAE,Aphodius,3480,44.057777,7.457222,sequences,4037,3840,3938.5,197,4000,8
Aphodius|abdominalis|Bonelli,COUN001138|5322,species,species,SCARABAEIDAE,Aphodius,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Aphodius|abdominalis|Bonelli,COUN001138|5323,species,species,SCARABAEIDAE,Aphodius,5323,44.78361,6.288611,sequences,3908,3267,3587.5,641,4000,8
Aphodius|obscurus|(F.),COUN001138|5322,species,species,SCARABAEIDAE,Aphodius,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Bembidion|bipunctatum|(L.),COUN000747|3480,species,species,CARABIDAE,Bembidion,3480,44.057777,7.457222,sequences,4037,3840,3938.5,197,4000,8
Bembidion|bipunctatum|(L.),COUN001138|5322,species,species,CARABIDAE,Bembidion,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Cantharis|pagana|Rosen.,COUN001138|5322,species,species,CANTHARIDAE,Cantharis,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Dascillus|cervinus|(L.),COUN001138|5322,species,species,DASCILLIDAE,Dascillus,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Dryophilus|pusillus|(Gyll.),COUN000747|3480,species,species,ANOBIIDAE,Dryophilus,3480,44.057777,7.457222,sequences,4037,3840,3938.5,197,4000,8
Euheptaulacus|carinatus|(Germ.),COUN001138|5322,species,species,SCARABAEIDAE,Euheptaulacus,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Helophorus|glacialis|Villa,COUN000747|3480,species,species,HYDROPHILIDAE,Helophorus,3480,44.057777,7.457222,sequences,4037,3840,3938.5,197,4000,8
Helophorus|glacialis|Villa,COUN001138|5322,species,species,HYDROPHILIDAE,Helophorus,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Helophorus|glacialis|Villa,COUN001138|5323,species,species,HYDROPHILIDAE,Helophorus,5323,44.78361,6.288611,sequences,3908,3267,3587.5,641,4000,8
Hydroporus|palustris|(L.),COUN000747|3480,species,species,DYTISCIDAE,Hydroporus,3480,44.057777,7.457222,sequences,4037,3840,3938.5,197,4000,8
Lesteva|longoelytrata|(Goeze),COUN001138|5322,species,species,STAPHYLINIDAE,Lesteva,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Limnebius|truncatellus|(Thun.),COUN000747|3480,species,species,HYDRAENIDAE,Limnebius,3480,44.057777,7.457222,sequences,4037,3840,3938.5,197,4000,8
Limnebius|truncatellus|(Thun.),COUN001138|5322,species,species,HYDRAENIDAE,Limnebius,5322,44.78361,6.288611,sequences,4150,3568,3859,582,4000,8
Limnebius|truncatellus|(Thun.),COUN001138|5323,species,species,HYDRAENIDAE,Limnebius,5323,44.78361,6.288611,sequences,3908,3267,3587.5,641,4000,8
Micropeplus|tesserula|Curtis,COUN000747|3480,species,species,STAPHYLINIDAE,Micropeplus,3480,44.057777,7.457222,sequences,4037,3840,3938.5,197,4000,8
Pityogenes|chalcographus|(L.),COUN000747|3480,species,species,SCOLYTIDAE,Pityogenes,3480,44.05778,7.457222,sequences,4037,3840,3938.5,197,4000,8
Platystethus|arenarius|(Geoff.),COUN001138|5323,species,species,STAPHYLINIDAE,Platystethus,5323,44.78361,6.288611,sequences,3908,3267,3587.5,641,4000,8
Stictotarsus|griseostriatus|(Deg.),COUN000747|3480,species,species,DYTISCIDAE,Stictotarsus,3480,44.05778,7.457222,sequences,4037,3840,3938.5,197,4000,8
Agabus|bipustulatus|(L.),COUN000747|3481,species,species,DYTISCIDAE,Agabus,3481,44.057777,7.457222,sequences,4545,4339,4442,206,4500,9
Agabus|bipustulatus|(L.),COUN001138|5321,species,species,DYTISCIDAE,Agabus,5321,44.78361,6.288611,sequences,4533,3997,4265,536,4500,9
Anthophagus|alpestris|Heer,COUN001138|5321,species,species,STAPHYLINIDAE,Anthophagus,5321,44.78361,6.288611,sequences,4533,3997,4265,536,4500,9
Aphodius|abdominalis|Bonelli,COUN000747|3481,species,species,SCARABAEIDAE,Aphodius,3481,44.057777,7.457222,sequences,4545,4339,4442,206,4500,9
Aphodius|abdominalis|Bonelli,COUN001138|5321,species,species,SCARABAEIDAE,Aphodius,5321,44.78361,6.288611,sequences,4533,3997,4265,536,4500,9
Bembidion|bipunctatum|(L.),COUN001138|5321,species,species,CARABIDAE,Bembidion,5321,44.78361,6.288611,sequences,4533,3997,4265,536,4500,9
Cantharis|pagana|Rosen.,COUN001138|5321,species,species,CANTHARIDAE,Cantharis,5321,44.78361,6.288611,sequences,4533,3997,4265,536,4500,9
Dryophilus|pusillus|(Gyll.),COUN000747|3481,species,species,ANOBIIDAE,Dryophilus,3481,44.057777,7.457222,sequences,4545,4339,4442,206,4500,9
Helophorus|glacialis|Villa,COUN000747|3481,species,species,HYDROPHILIDAE,Helophorus,3481,44.057777,7.457222,sequences,4545,4339,4442,206,4500,9
Helophorus|glacialis|Villa,COUN001138|5321,species,species,HYDROPHILIDAE,Helophorus,5321,44.78361,6.288611,sequences,4533,3997,4265,536,4500,9
Laricobius|erichsonii|Rosen.,COUN000747|3481,species,species,DERODONTIDAE,Laricobius,3481,44.057777,7.457222,sequences,4545,4339,4442,206,4500,9
Limnebius|truncatellus|(Thun.),COUN000747|3481,species,species,HYDRAENIDAE,Limnebius,3481,44.057777,7.457222,sequences,4545,4339,4442,206,4500,9
Limnebius|truncatellus|(Thun.),COUN001138|5321,species,species,HYDRAENIDAE,Limnebius,5321,44.78361,6.288611,sequences,4533,3997,4265,536,4500,9
Micropeplus|tesserula|Curtis,COUN000747|3481,species,species,STAPHYLINIDAE,Micropeplus,3481,44.057777,7.457222,sequences,4545,4339,4442,206,4500,9
Olophrum|consimile|(Gyll.),COUN000747|3481,species,species,STAPHYLINIDAE,Olophrum,3481,44.057777,7.457222,sequences,4545,4339,4442,206,4500,9
Otiorhynchus|pauxillus|Rosen.,COUN000747|3481,species,species,CURCULIONIDAE,Otiorhynchus,3481,44.05778,7.457222,sequences,4545,4339,4442,206,4500,9
Pityogenes|bistridentatus|(Eich.),COUN000747|3481,species,species,SCOLYTIDAE,Pityogenes,3481,44.05778,7.457222,sequences,4545,4339,4442,206,4500,9
Platystethus|arenarius|(Geoff.),COUN000747|3481,species,species,STAPHYLINIDAE,Platystethus,3481,44.05778,7.457222,sequences,4545,4339,4442,206,4500,9
Platystethus|laevis|Kies.,COUN000747|3481,species,species,STAPHYLINIDAE,Platystethus,3481,44.05778,7.457222,sequences,4545,4339,4442,206,4500,9
Agabus|bipustulatus|(L.),COUN001138|5320,species,species,DYTISCIDAE,Agabus,5320,44.78361,6.288611,sequences,4805,4263,4534,542,5000,10
Amphichroum|hirtellum|(Heer),COUN001138|5319,species,species,STAPHYLINIDAE,Amphichroum,5319,44.78361,6.288611,sequences,5238,4628,4933,610,5000,10
Anthophagus|alpestris|Heer,COUN001138|5320,species,species,STAPHYLINIDAE,Anthophagus,5320,44.78361,6.288611,sequences,4805,4263,4534,542,5000,10
Aphanisticus|emarginatus|(Ol.),COUN000550|2629,species,species,BUPRESTIDAE,Aphanisticus,2629,43.4,5.93333,sequences,5038,4822,4930,216,5000,10
Aphodius|abdominalis|Bonelli,COUN001138|5319,species,species,SCARABAEIDAE,Aphodius,5319,44.78361,6.288611,sequences,5238,4628,4933,610,5000,10
Aphodius|abdominalis|Bonelli,COUN001138|5320,species,species,SCARABAEIDAE,Aphodius,5320,44.78361,6.288611,sequences,4805,4263,4534,542,5000,10
Bembidion|bipunctatum|(L.),COUN001138|5319,species,species,CARABIDAE,Bembidion,5319,44.78361,6.288611,sequences,5238,4628,4933,610,5000,10
Bidessus|minutissimus|(Germ.),COUN000550|2629,species,species,DYTISCIDAE,Bidessus,2629,43.4,5.93333,sequences,5038,4822,4930,216,5000,10
Cantharis|pagana|Rosen.,COUN001138|5319,species,species,CANTHARIDAE,Cantharis,5319,44.78361,6.288611,sequences,5238,4628,4933,610,5000,10
Dryophilus|pusillus|(Gyll.),COUN000747|3482,species,species,ANOBIIDAE,Dryophilus,3482,44.057777,7.457222,sequences,5058,4841,4949.5,217,5000,10
Enicmus|brevicornis|(Mann.),COUN000747|3482,species,species,LATRIDIIDAE,Enicmus,3482,44.057777,7.457222,sequences,5058,4841,4949.5,217,5000,10
Euheptaulacus|carinatus|(Germ.),COUN001138|5320,species,species,SCARABAEIDAE,Euheptaulacus,5320,44.78361,6.288611,sequences,4805,4263,4534,542,5000,10
Gyrinus|suffriani|Scriba,COUN000550|2629,species,species,GYRINIDAE,Gyrinus,2629,43.4,5.93333,sequences,5038,4822,4930,216,5000,10
Helophorus|glacialis|Villa,COUN001138|5320,species,species,HYDROPHILIDAE,Helophorus,5320,44.78361,6.288611,sequences,4805,4263,4534,542,5000,10
Helophorus|schmidti|Villa,COUN001138|5319,species,species,HYDROPHILIDAE,Helophorus,5319,44.78361,6.288611,sequences,5238,4628,4933,610,5000,10
Lesteva|longoelytrata|(Goeze),COUN001138|5319,species,species,STAPHYLINIDAE,Lesteva,5319,44.78361,6.288611,sequences,5238,4628,4933,610,5000,10
Limnebius|truncatellus|(Thun.),COUN001138|5319,species,species,HYDRAENIDAE,Limnebius,5319,44.78361,6.288611,sequences,5238,4628,4933,610,5000,10
Limnebius|truncatellus|(Thun.),COUN001138|5320,species,species,HYDRAENIDAE,Limnebius,5320,44.78361,6.288611,sequences,4805,4263,4534,542,5000,10
Limnobaris|dolorosa|(Goeze),COUN000550|2629,species,species,CURCULIONIDAE,Limnobaris,2629,43.4,5.93333,sequences,5038,4822,4930,216,5000,10
Microhoria|fasciata|(Chev.),COUN000550|2629,species,species,ANTHICIDAE,Microhoria,2629,43.4,5.93333,sequences,5038,4822,4930,216,5000,10
Micropeplus|tesserula|Curtis,COUN000747|3482,species,species,STAPHYLINIDAE,Micropeplus,3482,44.057777,7.457222,sequences,5058,4841,4949.5,217,5000,10
